timestamp,o2,co2,co,ch4,propane,smoke,temperature,humidity,anomaly,danger_level
2025-04-25 18:42:16,17.2,65.7,67.5,78.4,131.4,128.0,20.363262303740758,37.82556705824824,-1,Warning
2025-04-25 18:42:23,29.5,118.5,235.0,144.4,237.0,140.5,21.510208786709743,49.217838378071775,-1,Warning
2025-04-25 18:42:30,19.400000000000002,115.5,229.0,69.2,231.0,129.0,23.621488796758968,53.08908048329834,-1,Warning
2025-04-25 18:42:37,25.400000000000002,48.3,90.5,68.8,96.6,219.0,25.980125738260067,31.096720681031037,-1,Warning
2025-04-25 18:42:44,48.7,90.3,210.5,165.60000000000002,180.6,216.0,24.298561042693983,51.66051906179385,-1,Warning
2025-04-25 18:42:51,21.0,91.5,214.0,66.8,183.0,160.5,23.40314148121284,59.51769314143171,-1,Warning
2025-04-25 18:42:58,17.1,120.0,239.0,53.6,240.0,202.5,21.94738026461777,33.12275977745963,-1,Warning
2025-04-25 18:43:05,16.400000000000002,53.4,232.0,109.2,106.8,136.0,28.852860788997113,46.239080204693906,-1,Warning
2025-04-25 18:43:12,29.900000000000002,109.5,111.5,95.2,219.0,131.5,23.087537511355983,56.321595181067785,-1,Warning
2025-04-25 18:43:19,37.1,106.2,117.0,190.4,212.4,72.0,29.94679876471173,58.98296085355754,-1,Warning
2025-04-25 18:43:26,23.1,33.9,173.0,104.80000000000001,67.8,116.5,26.183721087867113,53.23280227644541,-1,Warning
2025-04-25 18:43:33,29.700000000000003,35.699999999999996,148.5,133.6,71.39999999999999,53.5,23.79581098692975,58.01643278587191,1,Warning
2025-04-25 18:43:41,43.800000000000004,146.7,123.0,55.2,293.4,148.0,25.78940316422437,35.128897172395966,-1,Warning
2025-04-25 18:43:48,25.3,51.9,133.5,60.800000000000004,103.8,81.0,29.965424498183772,30.330503359347986,-1,Warning
2025-04-25 18:43:55,40.900000000000006,125.39999999999999,167.5,161.20000000000002,250.79999999999998,93.0,22.392103714237443,54.69200485399686,-1,Warning
2025-04-25 18:44:02,38.7,81.3,162.5,83.60000000000001,162.6,86.5,29.97039269467568,36.39201199114753,-1,Warning
2025-04-25 18:44:09,17.8,65.7,83.0,98.4,131.4,167.5,28.106849851491624,31.832558273001354,-1,Warning
2025-04-25 18:44:16,16.400000000000002,113.7,203.5,88.4,227.4,244.0,27.454176223812944,34.584248332113674,-1,Warning
2025-04-25 18:44:23,13.100000000000001,57.9,200.5,126.4,115.8,110.5,20.48448263675674,40.92272655818258,-1,Danger
2025-04-25 18:44:30,11.0,98.7,238.5,151.6,197.4,118.0,24.875107822176012,58.019536835494904,-1,Danger
2025-04-25 18:44:37,27.5,149.1,86.0,49.2,298.2,82.5,27.31657950514509,32.44109695889043,-1,Warning
2025-04-25 18:44:44,30.3,138.0,78.5,53.6,276.0,149.5,20.218114588598706,47.68498815208449,-1,Warning
2025-04-25 18:44:51,23.8,44.1,233.0,42.0,88.2,199.5,21.786691066548038,33.811908073583254,-1,Warning
2025-04-25 18:44:58,21.8,46.5,236.0,100.4,93.0,129.0,29.65311120671668,42.00920979995148,-1,Warning
2025-04-25 18:45:05,29.5,51.9,181.5,86.0,103.8,98.5,21.884027885086294,59.03187968894329,-1,Warning
2025-04-25 18:45:13,42.5,67.8,87.5,49.6,135.6,100.0,20.53483295553847,50.108556833491114,-1,Warning
2025-04-25 18:45:20,37.1,51.3,70.5,48.800000000000004,102.6,88.5,26.20176728095008,35.23656776866277,-1,Warning
2025-04-25 18:45:27,19.400000000000002,133.79999999999998,207.5,152.0,267.59999999999997,108.0,23.88686777853951,51.99153459613696,-1,Warning
2025-04-25 18:45:34,38.0,122.69999999999999,220.5,40.0,245.39999999999998,215.0,29.015087548914035,38.09155045281025,-1,Warning
2025-04-25 18:45:41,29.700000000000003,74.7,94.5,188.0,149.4,142.5,28.650563736437416,52.75552297315794,-1,Warning
2025-04-25 18:45:48,18.7,126.0,218.0,104.80000000000001,252.0,84.5,25.690117883783586,51.46532912314875,-1,Warning
2025-04-25 18:45:55,18.8,126.6,161.5,68.0,253.2,88.0,23.186398575429656,46.71901466935365,-1,Warning
2025-04-25 18:46:02,13.200000000000001,46.8,60.0,184.0,93.6,145.0,26.83466813000176,38.50483822007621,-1,Warning
2025-04-25 18:46:09,36.5,54.9,150.5,89.2,109.8,233.0,22.400971848237297,43.102915276079905,-1,Warning
2025-05-06 08:31:57,12.4,117.3,132.5,118.0,234.6,179.5,26.918128113289455,48.36941711461377,-1,Danger
2025-05-06 08:32:04,16.2,127.19999999999999,98.5,68.8,254.39999999999998,164.5,29.197484895539553,50.14414996937501,-1,Warning
2025-05-06 08:32:11,27.8,131.7,154.0,158.0,263.4,79.0,22.644002418703078,57.61591353139144,-1,Warning
2025-05-06 08:32:18,49.6,111.0,154.0,160.0,222.0,90.0,25.653778676261194,35.88120059551866,-1,Warning
2025-05-06 08:32:25,21.700000000000003,92.1,144.0,169.60000000000002,184.2,90.0,23.91310075788561,55.94967220488303,-1,Warning
2025-05-06 08:32:53,46.5,40.8,98.5,154.8,81.6,136.0,26.181715506889926,34.80207099246559,-1,Warning
2025-05-06 08:33:00,41.6,45.6,130.5,52.400000000000006,91.2,76.0,25.815261119606635,34.6386007218552,-1,Warning
2025-05-06 08:33:07,30.200000000000003,90.6,198.5,54.800000000000004,181.2,211.5,26.979208509426215,42.35373399609758,-1,Warning
2025-05-06 08:33:14,28.700000000000003,131.4,224.0,160.4,262.8,60.5,24.16600413011392,45.121341340211785,-1,Warning
2025-05-06 08:33:22,19.5,68.7,113.0,181.60000000000002,137.4,170.5,23.568757906454117,55.2001222151317,-1,Warning
2025-05-06 08:33:29,26.400000000000002,127.8,232.5,95.2,255.6,219.5,21.288248748535942,52.988978316928836,-1,Warning
2025-05-06 08:33:36,37.2,116.1,236.5,51.6,232.2,102.0,25.665215730021476,38.83793261763646,-1,Warning
2025-05-06 08:33:43,46.0,33.9,137.0,193.60000000000002,67.8,222.5,21.20688192769446,59.678391656818995,-1,Warning
2025-05-06 08:33:50,38.1,56.1,75.5,161.60000000000002,112.2,113.0,22.79613512411477,42.53522143838339,-1,Warning
2025-05-06 08:33:58,10.600000000000001,56.1,211.0,97.60000000000001,112.2,204.5,26.63000556992054,30.11617604924426,-1,Danger
2025-05-06 08:34:05,48.6,36.6,233.5,90.0,73.2,61.0,29.179828801105568,31.94978015566869,-1,Warning
2025-05-06 08:34:12,28.1,109.8,238.0,106.4,219.6,233.0,22.598206290700343,40.07246137757497,-1,Warning
2025-05-06 08:34:19,17.3,128.4,223.5,73.60000000000001,256.8,62.0,20.467069611501444,30.929323667769655,-1,Warning
2025-05-06 08:34:27,11.3,63.9,131.5,125.60000000000001,127.8,145.0,27.614884946169983,50.87848474650413,-1,Danger
2025-05-06 08:34:34,25.0,64.5,180.5,169.60000000000002,129.0,184.0,25.88574269278615,56.46980429142167,-1,Warning
2025-05-06 08:34:41,21.6,117.0,105.5,101.2,234.0,80.0,24.042462916695175,55.828689038365596,-1,Warning
2025-05-06 08:34:49,19.6,49.8,52.0,187.20000000000002,99.6,61.0,20.67246512440615,38.14816926200744,1,Warning
2025-05-06 08:34:56,36.4,49.8,242.0,97.2,99.6,157.5,23.726458064382527,35.49274912448459,-1,Warning
2025-05-06 08:35:03,31.8,138.29999999999998,225.5,130.0,276.59999999999997,132.5,25.074016282514872,30.621618086391358,-1,Warning
2025-05-06 08:35:10,33.800000000000004,64.2,57.5,192.8,128.4,51.0,22.700471146822014,56.427796185765786,-1,Warning
2025-05-06 08:35:18,28.400000000000002,36.0,114.5,112.80000000000001,72.0,167.0,24.613185622494143,45.26742548280677,-1,Warning
2025-05-06 08:35:25,46.900000000000006,63.0,162.5,152.8,126.0,68.0,20.94687378574135,40.04318893708144,-1,Warning
2025-05-06 08:35:32,39.400000000000006,109.2,156.0,151.20000000000002,218.4,156.0,20.291811229356753,57.913206877917375,-1,Warning
2025-05-06 08:35:39,16.1,121.8,169.5,91.2,243.6,235.0,25.55310934164356,33.77481245553013,-1,Warning
2025-05-06 08:35:47,20.900000000000002,111.0,97.5,108.80000000000001,222.0,173.0,22.334575357834787,38.25780031940707,-1,Warning
2025-05-06 08:35:54,33.4,117.6,71.0,125.60000000000001,235.2,217.5,22.423980122058758,54.941463794245955,-1,Warning
2025-05-06 08:36:01,10.5,58.8,53.5,87.2,117.6,82.5,26.68836055944704,39.40354141799871,-1,Danger
2025-05-06 08:36:08,38.1,133.2,185.0,181.20000000000002,266.4,234.5,24.38298935218976,40.33943240649714,-1,Warning
2025-05-06 08:36:15,30.200000000000003,99.89999999999999,135.0,137.20000000000002,199.79999999999998,51.5,25.27373987567548,49.21424760739425,-1,Warning
2025-05-06 08:36:22,46.900000000000006,53.699999999999996,59.5,44.400000000000006,107.39999999999999,89.0,20.321383387384188,54.30726734799167,-1,Warning
2025-05-06 08:36:29,34.300000000000004,92.39999999999999,90.5,162.8,184.79999999999998,197.5,23.03368232878951,43.599391793387554,-1,Warning
2025-05-06 08:36:36,41.400000000000006,44.699999999999996,218.5,155.60000000000002,89.39999999999999,233.0,23.557940929279656,31.554379189361697,-1,Warning
2025-05-06 08:36:44,13.0,148.79999999999998,63.0,78.4,297.59999999999997,246.5,29.81827743319928,56.29760568923633,-1,Danger
2025-05-06 08:36:51,20.700000000000003,109.2,81.5,181.20000000000002,218.4,181.0,22.029827648028792,49.2498627908858,-1,Warning
2025-05-06 08:36:58,36.4,87.0,150.5,152.8,174.0,174.5,20.677072018192444,59.852431545931594,-1,Warning
2025-05-06 08:37:05,34.300000000000004,68.1,217.5,156.8,136.2,128.5,27.425167070954526,55.567046753183625,-1,Warning
2025-05-06 08:37:12,28.0,126.0,140.0,95.2,252.0,133.0,26.32937714061069,37.29377854446134,-1,Warning
2025-05-06 08:37:19,19.400000000000002,90.6,60.0,103.2,181.2,177.5,26.356079053897886,38.53150868959856,-1,Warning
2025-05-06 08:37:26,15.600000000000001,70.2,182.0,98.0,140.4,212.5,21.383771130905753,47.67640126322632,-1,Warning
2025-05-06 08:37:33,14.100000000000001,134.7,225.0,43.2,269.4,210.0,20.078433938612744,44.01004033609476,-1,Warning
2025-05-06 08:37:40,41.2,68.39999999999999,241.0,170.4,136.79999999999998,176.0,26.273524668095142,30.736361416669713,-1,Warning
2025-05-06 08:37:47,39.7,101.39999999999999,59.5,110.0,202.79999999999998,79.0,22.425767773601926,37.631098004546786,-1,Warning
2025-05-06 08:37:54,15.9,116.39999999999999,152.0,171.20000000000002,232.79999999999998,217.5,24.992179883556297,39.32285631353844,-1,Warning
2025-05-06 08:38:01,32.5,55.8,197.5,98.80000000000001,111.6,157.5,28.05807178885877,54.22732763686382,-1,Warning
2025-05-06 08:38:09,33.1,93.89999999999999,127.5,40.400000000000006,187.79999999999998,173.5,23.546160419776495,47.72688686110166,-1,Warning
2025-05-06 08:38:16,40.900000000000006,100.2,97.0,187.60000000000002,200.4,111.5,21.320648500740198,47.33316840247848,-1,Warning
2025-05-06 08:38:23,46.800000000000004,66.0,240.5,154.4,132.0,182.5,21.49623445067576,50.457249107344126,-1,Warning
2025-05-06 08:38:30,22.700000000000003,47.699999999999996,247.5,153.60000000000002,95.39999999999999,128.5,20.32083323481413,50.45451360063461,-1,Warning
2025-05-06 08:38:37,42.6,70.2,88.0,133.6,140.4,241.0,28.450531929664074,40.534547572511194,-1,Warning
2025-05-06 08:38:44,29.5,139.79999999999998,141.5,117.60000000000001,279.59999999999997,172.0,22.175994973201586,40.98072803551116,-1,Warning
2025-05-06 08:38:51,15.0,51.6,207.0,169.20000000000002,103.2,142.5,20.66432954452554,31.707317316225414,-1,Warning
2025-05-06 08:38:58,26.6,69.6,110.5,130.0,139.2,88.0,25.769199297254755,40.09895557799038,-1,Warning
2025-05-06 08:39:05,41.900000000000006,30.599999999999998,134.5,98.0,61.199999999999996,180.0,25.492904812139717,33.66163720708232,-1,Warning
2025-05-06 08:39:12,16.5,83.1,200.0,178.4,166.2,192.5,25.10615522189515,50.24127048142603,-1,Warning
2025-05-06 08:39:19,21.8,122.69999999999999,164.5,44.400000000000006,245.39999999999998,206.5,28.731833368504354,38.96952348726399,-1,Warning
2025-05-06 08:39:27,15.5,51.0,195.5,133.20000000000002,102.0,95.0,27.852944356823826,30.353930380504927,-1,Warning
2025-05-06 08:39:34,22.400000000000002,35.4,248.5,183.20000000000002,70.8,69.5,21.895320664886874,46.150363153381065,-1,Warning
2025-05-06 08:39:41,19.5,135.6,88.5,86.0,271.2,133.5,23.268143797293426,48.68979422229373,-1,Warning
